,Text,Stance,Class,Target
102,@USER @USER is right.  so why are you still a @USER  in disguise?  #maga #trump2020landside #keepamericagreat,-1,2,Joe Biden
103,y’all nothing has really happened yet but biden has that fresh cut ok king,1,1,Joe Biden
104,"@USER what is with the #gopcowards wanting to withhold money from states? stop creating bullshit legislation, that you know has no merit. #votebluetosaveamerica",1,2,Joe Biden
105,"the u.s. government is now deciding what you can put on your iphone. it won’t stop with #tiktok
#governmentoverreach #votetrumpout #votebluenomatterwho #votebiden #voteblueasifyourlifedependedonit #putinpuppet #bluewave2020
 HTTP",1,3,Joe Biden
106,"@USER @USER my dream ticket was and will always be warren/castro. 

here is hoping for warren as senate majority leader and castro on the ticket in 2024. 

#progressives #voteblue",0,2,Joe Biden
107,to all the pundits on my tv talking about how the convention was light on policy specifics: that's what the debates are for. i cannot wait to see joe biden and kamala harris go toe to toe with trump and pence on policy. bring it! #demconvention,1,1,Joe Biden
108,"@USER @USER @USER @USER @USER can't refute any of what i wrote, eh?

#maga murderous authoritarians gaslighting america!",0,2,Joe Biden
109,"i miss having a president that speaks eloquently. that has empathy and hope for a better tomorrow. fortunately, we will soon  have that again with #bidenharris2020. 

#demconvention",1,2,Joe Biden
110,his tactic is clear. don't let biden get a coherent message across. #debates2020,0,1,Joe Biden
111,"#americawakeup antifa is using the black community for their own gains as a shield, they don't care about you, your family, or your future.  watch this video, it's extremely well put. #maga

HTTP",-1,2,Joe Biden
112,"@USER @USER @USER @USER @USER good paying energy jobs will be eliminated under biden.  he wants to end fracking, and cars.  there isn't any technology to replace cheap and plentiful oil.",-1,1,Joe Biden
113,"@USER @USER @USER @USER this guy is excused. he earned the right to do whatever the f*** he wants.
#veteransfortrump 
#trump2020 HTTP",-1,0,Joe Biden
114,@USER really? anyone with a functional brain can see biden would be worse than obama,-1,1,Joe Biden
115,"@USER @USER and #joebiden would reach 
down to the bully he just decked to offer a hand up and offer to shake as a gesture of peace. reset. new start.",1,0,Joe Biden
116,"@USER @USER @USER @USER @USER or these, so many great, strong, honorable, first nation (native) leaders. lets build  their monuments and name forts and bases for them instead of racist trash. make america proud again! #votebluetosaveamerica   #biden2020 HTTP",1,2,Joe Biden
117,"bernie's answer on whether he'd pick a woman as vp... was a word salad that basically meant ""no."" #demdebate",0,1,Joe Biden
118,"@USER @USER trump is good at personal attacks and name-calling already, no prep is needed. trump is a master of lies and good at creating fear. he’ll be rude and disrespectful because he doesn’t have anything valid/worthwhile to say. i just hope biden doesn’t lose his cool.",1,1,Joe Biden
119,biden vs trump. off,0,0,Joe Biden
120,"🔹dnc: america's promise🔹

🔴 live now: @USER is joined on stage by @USER, @USER, &amp; @USER.

#demconvention #bidenharris
HTTP",0,1,Joe Biden
121,@USER and people who think they are charles bronson playing vigilante. wonder if the #kenoshashooter had any ties to #qanon?,0,2,Joe Biden
122,"@USER but 'how' was #joebiden the most #corrupt #vp in #history?  since 2016 we have seen this same type of 'simple' statement 'repeated' against #trump to the point that they become #fact...as an #independent #voter i need details🙄
HTTP",0,2,Joe Biden
123,@USER @USER go to his website or listen to the speech he just made to the auto workers union. his plans will help us all #votebluetosaveamerica,1,1,Joe Biden
124,@USER @USER that’s why the government lets poor people live for free in the utopian democrat run cities of light!  👍#trump2020,-1,0,Joe Biden
125,st vincent and the grenadines!!! woooohooo!!!! #demconvention #democraticconvention #flapol #floridaprimary,0,3,Joe Biden
126,"@USER asks @USER why he said a woman couldn't be elected. he denies and says why he wouldn't have. instead of asking @USER to rebut, they asked ""how did you feel when he said that?"" they're effectively bussing bernie when no one knows. #fuckcnn #democraticdebate",0,1,Joe Biden
127,trump criticized obama and biden on a problem he had not fixed himself. the fires of cali,0,1,Joe Biden
128,@USER even the 200k dead i think biden will mismanage our medical system. the number wouldn’t be as high but i think one of the biggest pieces for covid deaths is affordable access to healthcare and biden’s got no effective plan for that really,-1,2,Joe Biden
129,"@USER @USER @USER @USER @USER @USER yes he is! that will change nov 3, though.
#votebluetosaveamerica",1,0,Joe Biden
130,"@USER @USER president trump is the patriotic vote of iran and a way to overthrow the terrorist mullahs' regime
you have my vote presindet trump.  #trump2020 #iranianssupporttrump",-1,2,Joe Biden
131,"@USER you need to do your job for safety of america, denounce violence! violence on video are #trump2020 supporters! can you be a leader &amp; stop calling &amp; inspiring your “militia”? #blm #congress pass #policeaccountability #blacklivesmatter stop the violence trump HTTP",0,2,Joe Biden
132,"@USER show your taxes, criminal drumpf 

too scared and cowardly......yes we know

#votebluetosaveamerica",1,2,Joe Biden
133,1984 us election walter mondale was the #democratic nominee from minnesota. he took a female running mate geraldine page?? the only state he won was minesotta.  regan won d other 49,0,2,Joe Biden
134,the biden for president campaign is celebrating it’s one year anniversary by encouraging community service #2020election HTTP,1,3,Joe Biden
135,@USER @USER @USER yeah the morons who have been in office for the last 30-40 years have done such a great job managing social security— hmmm do you know any people who have been in office that long?  #trump #trump2020 #trumplandslide2020,-1,2,Joe Biden
136,"@USER @USER republicans offered a 1 week extention, a political plan with the sole intent to have dems reject and appear uncooperative. fat ass @USER ‘s cheap tactics will backfire and republicans @USER in dc will be leaving washington with him. #biden2020 #executiveorder",1,2,Joe Biden
137,@USER according to #dementiajoe one third of americans already died from the #coronavirus 😂😂😂 fools like you creeoy joe should stay indoors because you’re making a fool of yourself. vote #trump2020 #kag2020 @USER HTTP,-1,2,Joe Biden
138,@USER expose this. if you #goggle HTTP,-1,0,Joe Biden
139,"#maga i am keeping track of @USER 
following count she was at 45 now 47 after i tweeted. every follow you give her i will donate into trumps campaign 1 follow = 1 dollar. i owe 2$ so far into trumps campaign.",-1,1,Joe Biden
140,"@USER @USER it means that biden will be topped up and plugged in, is what it means.",-1,0,Joe Biden
141,@USER #demdebate hasn’t like every question been for pete? can you maybe be as unbiased as you preach?,0,1,Joe Biden
142,@USER from your lips to god’s ears. #votebluetoendthisnightmare #voteblue2020,1,2,Joe Biden
143,"the nation watched last night as joe biden managed for the most part to not fall asleep, completely lose his train of thought or declare that millions of americans have died from coronavirus. HTTP",-1,2,Joe Biden
144,"enjoying all the republicans crapping on trump right now 
#dnc2020 #dncconvention",0,2,Joe Biden
145,"joe biden could drop his pants on 5th avenue , deficate and i'm still voting biden 2020",1,1,Joe Biden
146,@USER @USER @USER the fringe-right #maga crowd is in full frantic mode with their disinformation campaign of just flat out lies and deliberately misleading narratives. that should tell the american people one thing: they know that the truth won't help trump beat biden. all they have left is lies.,1,1,Joe Biden
147,"@USER @USER #maga embraces this lack of logic. they love violence as much as they love trump. maybe more! trump’s determined to kill as many of us as it takes to win.

do any of us even have guns? seems we may need them.",0,0,Joe Biden
148,"i support trump because....
1.  i stand by our constitution.
2. i stand by african americans.
3. i stand by our military and police.
4. i stand by freedom.
and last but not least....
5. i abhore child abuse! 
#trump2020 #draintheswamp 
#wwg1wga",-1,1,Joe Biden
149,"elizabeth warren has announced 6 ""first things i'll do when i'm elected president"" tonight #demdebate HTTP",0,2,Joe Biden
150,bloomberg is speaking the truth - i would never re-hire someone with donald’s record over the past four years. america shouldn’t either. #demconvention #dncconvention2020 #bloomberg #votebidenharris2020,1,2,Joe Biden
151,biden next to bernie🤢🤢🤢biden next to trump😏😏😏,0,3,Joe Biden
152,@USER good try sleepy joe.. it’s the radical leftist which is your party! #trumppence2020 #democratsareevil #democratsaredestroyingamerica #redwave2020 #trumplovesamerica #democratshateamerica #trump2020 ♥️🤍💙,-1,3,Joe Biden
153,"@USER their plan doesn’t even include biden. he is their trojan horse, and they’re not even trying to hide it anymore!",-1,1,Joe Biden
154,"@USER you put your re-election in jepardy with your support of #redflaglaws, #statue removal, &amp; being a cuckservative for israel's #endlesswars. #obama just saw blood in the water. #maga ##kag",0,2,Joe Biden
155,"pennsylvania - vp pence and his personal attachment to police.  67 violent days in portland. operation legend. 
HTTP
#vppence #trump2024 #kag2020 #operationlegend #lawenforcement #joebiden",0,2,Joe Biden
156,a powerful uplifting video  of black americans perfectly describing their support for president trump and defining blm. outstanding young men. #trump2020 HTTP,-1,2,Joe Biden
157,y'all saw this dude speaking at #rnc2020? i was almost inspired by his story! HTTP,0,1,Joe Biden
158,"without trump as a counterweight, wondering if this and other debates would be more civil? feels like trump’s anger has leeched across the aisle. and that is something the democratic party must own. not trump #demdebate HTTP",0,1,Joe Biden
159,"@USER trump is not fit to lead, and last night put the nail into the coffin of his failed presidency",1,1,Joe Biden
160,"@USER a career politician like @USER talking about ""too many lies.""  lol   that's rich.

#walkaway 
#trump2020",-1,1,Joe Biden
161,a person’s policies and ability to implement them are more important than any gender or marginalized identity. i want women and lgbtq+ people and black and brown people leading but only if they have good politics and values. #demdebate,0,2,Joe Biden
162,".@USER flatly rejected the accusation that he told @USER in 2018 a woman could not be elected president. 

""how could anybody in a million years not believe that a woman could become president of the united states?""

HTTP

#demdebate",0,2,Joe Biden
163,after last night’s #masen debate and tonight’s #demdebate i couldn’t be  prouder of @USER and @USER HTTP,0,1,Joe Biden
164,@USER @USER @USER @USER i would absolutely get in. #trump2020,0,0,Joe Biden
165,"interesting that the fake media obly now starts to call for an end to the  riots because they know it's hurting democrats &amp; all of his sudden the governor of wisconsin requests help from pres trump
 it's just politics to them
#maga
#keepamericagreat 
#trump2020 
#rnc2020",-1,3,Joe Biden
166,and your wages will be even lower. #demdebate,0,2,Joe Biden
167,"when your country’s medical system is so amazing that you will lock someone up in a callous dingy ward for contemplating suicide then let them out in time to give them a bankrupting amount of debt while they’re still vulnerable.
#maga
#healthcareforall HTTP",0,2,Joe Biden
168,"@USER @USER so hogan, does this mean trump will stop fighting to eliminate pre-existing condition protection in court? i didn't think so. trump/gop need to go for the sake of america. #voteblue",1,1,Joe Biden
169,@USER you are delusional ! #trump2020,-1,1,Joe Biden
170,"democrats supporting bloomberg practically have the receipts tattooed on their foreheads.

#paidinfull #bloomberg #demdebate #democraticdebate #democrats",0,3,Joe Biden
171,@USER glad he has nothing more pressing to attend to  ... we need a chief executive and team who will work hard on behalf of the american people - not one who tweets and tvs all day. so #wewillvote and we will #voteblue from the top to the bottom of the ballot! #bidenharris2020,1,1,Joe Biden
172,"@USER ur the last person who believes in prayer. the art of the deception.

🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸
god bless america

drain the swamp
dump @USER

so help us god!
🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸

#dsdt2020 #maga2020
#kag2020 #bebest #unhinged #2020election #americafirst #berniesurge #coronavirus",-1,3,Joe Biden
173,"listen to joe: free healthcare, universal childcare, bailing out working class citizens.

it's amazing that it takes a global pandemic to get moderates to embrace progressive policies. #demdebate",1,2,Joe Biden
174,on another note biden is also extremely painful to listen to and did he really just call amy barrett a fine person? i can’t do this,-1,1,Joe Biden
175,putting the words “black and brown communities” in your answer doesn’t make your policies intersectional #demdebate,0,2,Joe Biden
176,time to petition to sue twitter for its blatant attack on conservatives #1a and its liberal brainwashing tactics on the american people.  #maga @USER @USER @USER #2a #vets @USER #draintheswamp #demoncrats,-1,2,Joe Biden
177,@USER no thanks!  i will vote for donald j. trump!!!  #youaintblack #trump2020,-1,0,Joe Biden
178,"@USER meanwhile, good, kind and brave police officers are endorsing #trump2020 

#bluelivesmatter #alllivesmatter 
#kungflu
#saveourchildren
#savethechildren HTTP",0,3,Joe Biden
179,"trump better win 2020. the world depends on it.
#trump2020  #bidenharris2020 #biden",-1,1,Joe Biden
180,@USER thank you for saying it at loud 🇺🇸✊🏻 #votebluetosaveamerica #votebidenharris2020 #votegopout,1,3,Joe Biden
181,@USER don't worry @USER...they won't have cable where you're going! #votebluetosaveamerica,0,2,Joe Biden
182,living for @USER tweets rn. savage af and i’m here for it 🙌😂 #dumptrump #bidenharris2020 HTTP,1,1,Joe Biden
183,"@USER i remember writing to senator toomey about my concern about trump's racist comments against the squad leading to violence against minorities.  of course, he was silent.  and then there was el paso. this man, who activates his violent base, is a danger to our country.  #voteblue",1,1,Joe Biden
184,"democrats' view on abortion - up to the point of birth, no restrictions - is so extreme that its pushing pro-life voters out of the democrat party.

from a leading pro-life democrat: democrats are ""building an army of future former democrats.""

#demdebate 
HTTP",0,2,Joe Biden
185,"@USER stop burning building, beating up and sometime murderer people,  how about getting a job. #trump2020",-1,1,Joe Biden
186,"biden won't fall for the flattery of dictators..... #colinpowell

#dnc2020 #demconvention #bidenharris2020",1,3,Joe Biden
187,"and i'll take trump any day, honestly. 

i don't think this moved the needle. i'll say this. anyone thinking about joe biden wasn't inspired to vote for him after this. though some may have decided against trump. i think a lot more look at biden and don't see him as a replacement",-1,1,Joe Biden
188,"@USER #rnc2020 you guys nailed it! great convention, every. single. day. tonight was the icing on the cake! best president ever! #trump2020landslidevictory",-1,2,Joe Biden
189,someone needs to follow up on this biden/obama “brother” revelation. #demconvention #dncconvention2020,0,3,Joe Biden
190,@USER i predict i'm voting for biden anyway.,1,1,Joe Biden
191,@USER @USER what about the innocent children stolen from their parents and stuffed in dirty border cages like wild animals? what about the 100s who have gone missing ? your hypocrisy is showing. #savethechildren 🙏 #votebluetosaveamerica,1,2,Joe Biden
192,@USER @USER @USER we can only hope so! #biden2020,1,0,Joe Biden
193,"anybody else getting impatient? it's time to make a decision
@USER #joebiden #kamalaharris #democraticparty #democrat",1,3,Joe Biden
194,i want out of this shithole usa #shitholeusa #trumpsucks #maga #kag #trump2020,0,1,Joe Biden
195,@USER @USER @USER @USER he really gets under her skin lol. cry more nancy. 😂 #trump2020,0,0,Joe Biden
196,@USER so don’t care what he thinks. #votebluetosaveamerica,1,2,Joe Biden
197,"@USER love you right back, brother !!! ♥️🇺🇸 #trump2020 #takingbackourcountry #patriotfam #onenationundergod",-1,2,Joe Biden
198,@USER @USER the children and future of our nation will plunge into a third world country if a democrat gets elected. #maga🇺🇸#i❤️usa,-1,2,Joe Biden
199,@USER you and your da are aiding and a bedding. @USER please defund this city as i do not want to support #liberal policies with my money. ted you belong in jail.,0,1,Joe Biden
200,@USER trump supporters are everywhere im following you and all other #maga #americans working people who know how trump is the best potus ever~ very active trump twitter supporters~ 🇺🇸🇺🇸🇺🇸fight against tyranny~,-1,3,Joe Biden
201,@USER @USER to be fair he didn’t let thousands die.  he is letting hundreds of thousand die.  #maga,0,0,Joe Biden
202,"@USER @USER i appreciate your apology, something trump has never &amp; will never do. but this election is about defeating trump. we need to unify not only the party but the country. @USER has not shown the ability to do that. @USER better progressive messenger #votebluetosaveamerica",1,2,Joe Biden
203,"out of my mind. back in five minutes 
 @USER #trump2020 #covid19 #warroompandemic #blm #backtheblue #walkaway #screenwriting",0,1,Joe Biden
204,@USER yes!!!!!!!!!  that’s exactly what’s happening. #formerliberals are now #maga2020 like myself. never would i have thought i’d say that until recently. #votebluetosaveamerica @USER,-1,1,Joe Biden
205,"soooo @USER @USER @USER @USER @USER @USER #maga #coronavirus  has he made 🇺🇸 great 4u? has a friend, family, or a friends family member died, got/is infected lost their job or buis. &amp; now un-emp benefits? #ridenwithbiden #votebluetoendthisnightmare HTTP",1,1,Joe Biden
206,"#rnc2020 is like a motivational forum with delusions, hatreds, fears, smears and lies here and there. a circus with so many clowns.",0,1,Joe Biden
207,the cabal hates god! we muslims and christians needs to stand together! we believe in god we love peace and freedom! just like the fake news lies about our amazing president @USER  they been lying to you guys about my religion believe me we stand for peace &amp; justice #trump2020,-1,1,Joe Biden
208,"leftists hurl racist abuse at black, naturalized rnc speakers HTTP",-1,2,Joe Biden
209,they (democrats) are trying to crucify trump like the people crucified christ for telling the truth 🙄🤔does this means trump is god no it just means the world is crooked and wicked when a good hearted man tries to change something bad into something good #trump2020 #godbless,-1,2,Joe Biden
210,"@USER but #georgesoros funded #blmdomesticterrorists who actually donate to @USER and his campaign is ok? burning buildings, shooting innocents, bashing people and demolishing entire cities is ok? #thesilentmajority sees your bs and is voting #trump2020 HTTP",-1,2,Joe Biden
211,@USER @USER they were either robbed or brainwashed. #trump2020 #maga,-1,0,Joe Biden
212,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER following all patriots #kag...thank you very much marilyn @USER 🙏🏻🇺🇸⚘⚘ HTTP,-1,2,Joe Biden
213,"@USER @USER ""from the very first day of this administration"", you shelved your christian beliefs &amp; supported the single most corrupt #president this nation has ever seen!!!  neither #wethepeople, or the history books will ever forget...  a #democratic landscape is coming in nov., thank god!!",1,2,Joe Biden
214,"i can’t believe pete is still in this race. can some one tell me why he belongs in the same room, much less on the same stage as @USER ?  #demdebate",0,1,Joe Biden
215,"bernie isn’t even a democrat, why is he allowed to run on the d ticket?
#demdebate #democrats2020",0,2,Joe Biden
216,@USER canceling the #2020election so trump is president for 5 more years!,-1,2,Joe Biden
217,"we can’t have 4 more years of trump and gop rule. they will break the back of this country. 
make sure your senators and congress work for you not against you
vote blue down the ballot 
#votebluetosaveamerica 
#bidenharris 
#dems4usa HTTP",1,2,Joe Biden
218,"@USER i've never been more motivated to vote in my life.  i'm also so appalled, though not surprised, at trump's behavior.  the man has no dignity, and you're totally right - look at what he says.  it tells you all you need to know about him and where his priorities lie.",1,1,Joe Biden
219,@USER for the next 4 years #trump2020,-1,0,Joe Biden
220,"@USER up, down and sideways, if need be! #vote2020 #voteblue",1,1,Joe Biden
221,"@USER @USER yes !!!!! i of course i would vote for #joebiden aa our democratic nominee, but too bad we can’t vote 🗳 for #barackobama as our vice president though. just #votebluetosaveamerica HTTP",1,1,Joe Biden
222,"everything, the democrats do , is either fake and / or political nonsense 

i am not surprised at all

#trump2020 #maga #kag
@USER @USER
@USER @USER
@USER @USER @USER 
@USER @USER

HTTP",-1,2,Joe Biden
223,@USER we the people have to stand for something. our freedom is under attack the foundation of our country is being attacked. we must show our support for those who are brave enough to fight this evil head on!!! #maga #minoritiesfortrump #americafirst HTTP,-1,1,Joe Biden
224,i avoid all the #democrat speech’s and then i get nothing but @USER sound bites from everyone i despise. sickening.,0,1,Joe Biden
225,"black people make up less than 2% of #maine’s population but almost a 25% of its #coronavirus cases. i'm sure @USER is concerned and disappointed. #doyourjob #dumpcollins #trumpfailsamerica #trumpliesamericansdie #votebluetosaveamerica
 HTTP",1,3,Joe Biden
226,"@USER has accomplished much since taking office, but what might he have accomplished if not for the hysterical obstruction of the dems? this obstruction is driven by fear - fear that trump and his supporters might be proven right, and they themselves wrong. #trump2020",-1,1,Joe Biden
227,"@USER the debate clearly showed me biden has control. trump is off his rails. cannot have a leader like that. his time is up. god willing, electoral college favors biden by a wide margin!",1,1,Joe Biden
228,supporting your local vote 🗳🌵🤠 #arizona #vote #vote2020 #voteblue2020 #voteforchange #voteforchange #arizonavote #students #votebymail #sheastanfield #democrats #democracy HTTP,1,3,Joe Biden
229,"@USER agreed. only difference is trump has been doing things for less than 4 years, but biden's 47 year record is lacking. given he's not president, not for lack of trying, it is on him to answer what he would do differently. he provided 0 plans tonight.",-1,1,Joe Biden
230,"joe biden's entire platform can be summarized as: ""here's the deal folks""

#demdebate #democraticdebate",0,2,Joe Biden
231,"@USER #america #americafirst #djt #draintheswamp #4moreyears #fourmoreyears #gop #kag #kag2020 #maga #maga2020 #potus45 #potus @USER #trump #trumptrain #trump2020 🇺🇸#usa #votered

this is #presidenttrump working while dems &amp; #fakenews sleep, only to later wake up &amp; falsely accuse him. HTTP",-1,2,Joe Biden
232,"i know, i know, don’t get hopes up, etc. however, the nyt tax story, parscale’s alleged domestic abuse and commitment, the failure of trump to concoct anything that sticks, biden’s performance and consistency, the current lead in necessary states. i’m just trying to stay level.",1,2,Joe Biden
233,@USER @USER the gall of him to question an actual scientist is appalling. that’s who the @USER is. #trump and the #republican administration must go. #votebidentosaveamerica #voteblue,1,1,Joe Biden
234,"richard grenell rnc speech savages russiagate, globalism and democrats: &amp;#8216;the boss is the american people&amp;#8217; HTTP",-1,2,Joe Biden
235,"@USER it will be such a relief to have a real president.
no more toddler tantrums.

#biden2020  

#bidenharris2020 

#bidenharristosaveamerica",1,2,Joe Biden
236,@USER you are a sad apologist clay! this whole ass interview is indefensible. and whatabout-isms about trump will not change that because its to be expected from him. just say you want our people to #votebluenomatterwho with zero tangibles being offered up.,0,2,Joe Biden
237,"make america great again.

#makeamericagreatagain #maga HTTP",-1,3,Joe Biden
238,"#america: past #brownshirts are now wearing black hoodies and bandannas to fire bomb houses of worship and loot your businesses.  you voted for weak-kneed #democratic leaders so who will protect you when chaos comes to the upper eastside? time for a change!
@USER",-1,2,Joe Biden
239,"who do you think #biden is planning to select for his female vp?
#voteblue2020 #democraticdebate",1,2,Joe Biden
240,"if you weren't dripped out in #maga gear, your fat black ass would be chained to a bumper and dragged to the nearest lynching tree. 

you know it. i know it. the world knows it. 
stop being a dancing ass nigg.  @USER",0,0,Joe Biden
241,this is the best #demdebate yet.,0,0,Joe Biden
242,"@USER @USER @USER well, they didn’t ask you i notice. 😊 jelly much? 🤣#biden2020 #karin4congress #votebluenomatterwho",1,1,Joe Biden
243,"ejinaction: two top contenders to be #joebiden's running mate have rolled out a comprehensive #environmentaljustice bill, as the nation grapples with a legacy of racial injustice in the wake of the police killing in may of #georgefloyd, #breonnataylor &amp; … HTTP",0,3,Joe Biden
244,"this past week of the #rnc2020 @USER, voters were reminded the best is yet to come for every american under a second term of president @USER. HTTP",-1,1,Joe Biden
245,"postmaster general denies he changed usps policies regarding election mail HTTP
did anyone expect him to say
“ya i did it coppers!” ? 🤷🏻‍♂️
#voteblue",1,2,Joe Biden
246,"@USER @USER trump stood there laughing
i felt the pen in my hand
trump laughed no more......vote him out.....",1,0,Joe Biden
247,"@USER @USER #voteblue 
#votebidenharris2020 
- “kamala and joe” - 
remember to click “thumbs up” on youtube. 

thanks! 

HTTP",1,1,Joe Biden
248,@USER what if biden snoozes off? or maybe he will get so angry he will try to swipe at trump?,0,0,Joe Biden
249,"@USER no doubt...pathological liar, corrupt criminal #donaldtrump is unfit to be president. 
#trumpvirus
#trumpgenocide
#coronaviruspandemic 
#covid19 

 HTTP",0,3,Joe Biden
250,i love biden ❤,1,1,Joe Biden
251,4 more years! 4 more years! #rnc2020 #trump2020 #trump2020landslide,-1,2,Joe Biden
252,"@USER @USER @USER @USER what? it's not republicans who've been getting away with looting and arson, stealing biden signs, assaulting people for wearing biden hats, and executing biden voters on the street like what happened to bernell trammell and jay danielson.",-1,2,Joe Biden
253,@USER poosies afraid of biden,1,1,Joe Biden
254,"if the death to america party can't arrange for the greatest election theft in their history, they're done, their global/ commie agenda is done.
4 more years of #maga power transforming this country, followed by at least another 8, if not another 16, and they'll never recover.
🙂",-1,2,Joe Biden
255,@USER 45 is reagan's legacy 🤷🏾‍♂️ prove me wrong. #maga,-1,1,Joe Biden
256,@USER you've left the plantation and done your own research into everything that #presidenttrump has done for the black community vs #youaintblack and harris who destroyed many black families by imprisoning thousands of black people for non violent offences #trump2020 #blacksfortrump HTTP,-1,3,Joe Biden
257,@USER it's september 1st and you haven't done anything to help american citizens. you're holding up money to try and get your ridiculous wish list. #trump2020 #voteredtosaveamerica2020,-1,2,Joe Biden
258,"it’s amazing that no one but the wall street journal has reported on operation warp speed, executive order 13887, preparing for a pandemic . #trump2020",0,2,Joe Biden
259,"@USER @USER i will stand in line one hour for each #tre45onpuppet and 10 hrs for @USER - if we haven't already impeached and removed him as we certainly should.

#tre45on  #americaortrump  #impeachtrumpagain  #votebluetosaveamerica",1,2,Joe Biden
260,"@USER @USER naw, your nazi right wing mob is who we need to eradicate. you support putin's orange agent in the oval office. i see this as a seditious act.

#seeyouinnovember 
#expectus
#votebluetosaveamerica",1,2,Joe Biden
261,"politics seem so shallow at this moment.

but it seems significant that biden just promised to make his running mate a woman. 

(sanders was less committal, saying ""in all likelyhood, i will"".)

my guess for biden's vp pick is elizabeth warren. #demdebate",0,1,Joe Biden
262,"@USER how many hours a week does your guy spend on his couch watching #fauxnews and calling it ""executive time""?

i know: exactly all of the hours he is not standing in front of a crowd begging them for attention.

he lets others do his work as #potus.

#voteblue to get a leader.",1,1,Joe Biden
263,"@USER @USER @USER @USER @USER weak answer, since cuomo.and the whole #democrat party, now blames trump for the european virus. it came from china! ny, nj, and mi were heavily infected while pelosi and  ny mayor were promoting tourism and being out on the town. as trump was called a racist for stopping travel",0,1,Joe Biden
264,#lyingtrump &amp; the ⁦@USER⁩ #gop are all a grave danger to the usa &amp; the world. with #trump #gop voter suppression &amp; use of foreign governments to interfere in the election plan now to be registered &amp; to #voteoutthegop even if you miss work. HTTP,1,1,Joe Biden
265,@USER @USER @USER lol—perfect gif!😄👍 president trump is going to have so much fun—while biden is shaking in his boots. definitely a night for popcorn!🍿,-1,1,Joe Biden
266,#healthcareworkers #medicalstaff #doctor #physician #frontlineworkers #scientists @USER @USER @USER don’t give a crap about you and he and the party don’t trust any of you #votebidenharris2020 #voteblue #votersuppression,1,3,Joe Biden
267,via @USER senate is not extending jobless aid at an unprecedented time where there are no jobs for many to be had. #votebluetosaveamerica  HTTP,1,2,Joe Biden
268,"@USER @USER trumpets know trump will do nothing to enhance their true standard of living, but the feeling that he will is good enough. it’s this feeling that he will do for them that he won’t do for others. it’s the emotional connection that he cares fuels trumpets. #biden2020 HTTP",1,1,Joe Biden
269,i’ve never cared for the vp more than i do now #joebiden #kamalaharris HTTP,1,1,Joe Biden
270,@USER not to mention you called him a racist now you want to run with him. well you will go down with him too #trump2020,0,0,Joe Biden
271,"@USER: the administration has failed to act quickly enough. not because of the impeachment hearings. what total bullshit! stop playing political games. stop lying! the president and the republicans have failed america.
#votebluetosaveamerica",1,2,Joe Biden
272,"you are jealous of jeff bezo because he is richer than you.  you aligned yourself with mbs to hack his phone, it will be revealed eventually.  you are a clear &amp; present danger to our national security.  #votebluenomatterwho #votebluetosaveamerica @USER @USER HTTP",1,2,Joe Biden
273,"all i heard from trump was me me me me blah blah blah. i saved football!  joe on the other hand showed his concern for americans. joe was genuine, trump was all about trump and how he thinks he’s been so good. he doesn’t even have a plan for the next 4 years.  #debatenight",1,0,Joe Biden
274,"@USER @USER @USER @USER he’s the bully?  trump routinely calls people names, walks out of press conferences, locks children up, doesn’t care that 204k people are dead and biden is the bully??  check again",1,1,Joe Biden
275,biden keeps say “bunker”. i love it! lmao #debate2020,1,1,Joe Biden
276,"@USER @USER just like hilary was going to win? the #fakenewsmedia is not very smart. same old song by the #corrupmedia hilary is ahead, biden is ahead, bash president trump daily, ignore joe biden's corruption.",-1,1,Joe Biden
277,important: a critical warning to all voters about donald trump from jason johnson—a warning that mirrors exactly what i just tweeted re trump: he doesn’t care about winning. he wants to keep power at any cost. vote. early. spread the word. #rnc2020 #maddow #11thhour #bidenharris HTTP,1,1,Joe Biden
278,"@USER @USER @USER i agree that there's not place for whining--just lots of positivity right now, lots of good talk about how we can work together to uplift the country in intelligent, people-centered ways rather than the trump #gop backwards self-serving agenda",0,3,Joe Biden
279,@USER @USER @USER get another test!  HTTP,-1,0,Joe Biden
280,"i lost my fiancé tonight because i follow trump and q...

we have a 1 year old... 

i am literally having to uproot my life... 

i am devestated.. 

broken hearted... 

but i still believe..

                      -&gt; believe with me. 
#qanons #maga #kag 

HTTP",-1,2,Joe Biden
281,2 represent all not just who wear the red hats #demconvention,0,1,Joe Biden
282,@USER @USER @USER come clean with america did chris wallace  give biden the questions we know he did,0,1,Joe Biden
283,"five hundred religious leaders ― christians, muslims, jews, hindus, sikhs and others ― have jointly endorsed the democratic presidential ticket of @USER biden and sen. @USER  

#bidenharris2020
#bidenharrislandslide2020
#biden2020
HTTP",1,3,Joe Biden
284,"“if you take one thing from my words tonight it is this: if you think things cannot possibly get worse, trust me, they can and they will if we don’t make a change in this election....we have got to vote for joe biden like our lives depend on it.” - michelle obama, #demconvention",1,3,Joe Biden
285,top #republican deletes tweet with doctored #biden video footage #arstechnica HTTP,0,3,Joe Biden
286,@USER it will all be staged for biden.,-1,0,Joe Biden
