,Text,Stance,Class,Target
173,Bernie tell the people the truth u lie to get votes,-1,1,Bernie Sanders
174,Young radicals everywhere see #Sanders as THE KEY that will UNLOCK ALL doors giving them POWER &amp;CONTROL 2say &amp;do ANYTHING they dern-well please! Smoke dope freely! Be unemployed &amp;get tons of FREE STUFF! The whiny irresponsible loafers who complain th loudest! Th new majority!,-1,1,Bernie Sanders
175,"See this Nut! #BernieSanders Watch @nowthisnews's broadcast: Bernie Sanders Campaigns in Columbia, South Carolina",-1,1,Bernie Sanders
176,Since when do #progressives like #Varoufakis &amp; #Bernie align w/ a #neoliberalist #globalist and #Hillary donor like #Soros?,-1,1,Bernie Sanders
177,"""Fool me once, shame on you; fool me twice, shame on me."" George Horne ----> Bernie's second run. #Bernie",-1,1,Bernie Sanders
178,"""She took my name in vain."" - Bernie referring to Amy's statement. Was that a freudian slip of his overinflated ego? Shanda. #DemDebate #DemocraticDebate",-1,1,Bernie Sanders
179,He would if he could - he knows he cant. #bernie #nevernevernever,-1,1,Bernie Sanders
180,#Bernie will switch to a DEM now to get money and then he will give DEMs his ass to kiss. #FRAUD,-1,1,Bernie Sanders
181,Why won't Bernie answer a direct question? He just skirted another one!!!#DemocraticDebate,-1,1,Bernie Sanders
182,Since u dont understand economics start here @KamalaHarris @SenSchumer @BernieSanders @ewarren Enjoy!,-1,1,Bernie Sanders
183,@billmaher why didnt you ask #Sanders about #Bernie bros that worked with #Breightbar &amp; Bannon or his vote against #Russian #sanctions? Why didnt you ask about his campaign manager-Tad Levines relationship to Manafort? He is not a Dem! What about him &amp; guns?,-1,1,Bernie Sanders
184,ddksksjdj he made all that show for no reason?? stoopid smh #Bernie,-1,1,Bernie Sanders
185,"LOL...FREE? Bernie is suckering his supporters with a notion of ""free this"" and ""free that"". #NothingIsFree #WalkAway #BernieSanders #BernieIsUnelectable",-1,1,Bernie Sanders
186,#TownHall BUT #BernieSanders LOVES Fidel Castro ... that young woman from Russia KNOWS better ..... he doesnt fool us. #FoxTownHall,-1,1,Bernie Sanders
187,AOC: Rich white men are the problem; thats why I want you to vote for a rich white man for president: #AOC #Bernie #BerninDowntheHouse,-1,1,Bernie Sanders
188,What say now Bernie Bros who harassed Yang Gang & Team Tulsi. I feel bad that his donors didn't know he would eventually bow down before the crooked establishment #BernieSanders #BernieDropOut,-1,1,Bernie Sanders
189,#Bernie needs to talk to somebody Black in his campaign about this answer.,-1,1,Bernie Sanders
190,It is no small matter that bernie sanders initials are BS!!!!,-1,1,Bernie Sanders
191,"Starting with how they HARP on the #ElPaso shooter &amp; totally ignore that the #DaytonShooter was a #Warren #Bernie &amp; #AOC FAN! Or that the EPShooter's other motive ws #ClimateCrisis 2 many people, &amp; these ideas had nothing to do w/ @POTUS #ReadtheManifesto",-1,1,Bernie Sanders
192,"...and Bernie Bros wonder why they face hostility. They have ""inspired me"" to be a #NEVERbernie.",-1,1,Bernie Sanders
193,Go #Bloomberg Go !!! Hashtag the Hare &amp; the tortoise' #GoBloombergGo Jump to the head of the class Money talks BS walks #BernieSanders stopped in his tracks,-1,1,Bernie Sanders
194,"Video: Rigged - ""Moderates Im talking to say they hope Warren stays in the race in order to keep Bernie from ascending too much"" #Sanders #Buttigieg #Hampshire",-1,1,Bernie Sanders
195,"but they want us 2 believe the #honesty of these 2 individual #GTFOH Aint #faithful to your spouse yet u want us to trust u 1-niter NO on-going fling #Bernie they didn't think high of u I just saw my first Bernie Sanders bumper sticker. Made me want to key the car, Page 2015",-1,1,Bernie Sanders
196,its annoying the fuck out of bernie supporters and they want to prove that a dem centrist will lose 2/2 #Bernie,-1,1,Bernie Sanders
197,"LOL Yeah paying the feds, nation wide, 24/7 for a week, is what I call some serious #JobCreation #ChaChing Paid for by, guess who?? #caravan? Nooo #Illegals? Noooo #Bernie&amp;Company? Noooo #DNC? HELL No. #WorkingClassCitizens I dont mind paying Canine tho",-1,1,Bernie Sanders
198,This miserable #BernieSanders still following me KAREN ... go play with your cat ... you soooo for the this and that you aint shit Bisssh thought you was gone insult me or talk down to me Nawl bisssh #Blindprivilege,-1,1,Bernie Sanders
199,"Im no expert on black people, but one thing I know is that they dont like #BernieSanders",-1,1,Bernie Sanders
0,This and so many other civil rights causes Biden has championed thru the decades is why he's winning in the South. We remember.,1,0,Joe Biden
1,"A realtor would look with embarrassment at what the occupiers had done, and suggest you use your imagination to imagine the possibilities.... #2020election #USelection #Biden",1,0,Joe Biden
2,"Our right to vote is our right to a future at this point, a future we can be proud to hand to the next generation. That is not what we have right now. This country has a lot of work to do, but were in, ALL IN with #Biden and our future has hope again.",1,0,Joe Biden
3,What the ever loving fuck could possibly convince anyone that your paltry distance from the @gop is enough to wash your hands clean of the blood they bear for your years of silence and capitulation? 100% #RidenWithBiden #amash_gopindisguise #Biden,1,0,Joe Biden
4,@KellyannePolls at least one of you had good common sense #JoeBiden,1,0,Joe Biden
5,Joe we really need universal healthcare.. please have it in your agenda,1,0,Joe Biden
6,...and the Dems have Biden. Think thats a good look?,1,0,Joe Biden
7,One year ago today @JoeBiden took a selfie with my phone.. still shook,1,0,Joe Biden
8,Listening to @JoeBiden s words for @SenJohnMcCain felt like he was talking to me too. My mom died almost 3 months ago. THANK YOU both for your service,1,0,Joe Biden
9,He's OLD and out of touch @CNN @MSNBC You want the establishment--obviously..... #JoeBiden,1,0,Joe Biden
10,#GrahamandCruze Truly amazing that these men can still stand without possessing Spines. Medical miracle. Just wow. So inspirational. #AdamSchiffHasMyRespect #adamschiff #JoeBiden #SenateTrial,1,0,Joe Biden
11,"Wow. Be that as it may....it doesnt have to be true, they just need to say it on live tv and then the #MAGAts will run with it. It will be nice to return dignity and honesty to the Presidency in November. #VOTE #JoeBiden",1,0,Joe Biden
12,"Biden talking about climate change does nothing to change my opinion that he has amazing fire and sees a problem, but has no clue how bad the problem really is or the level of revolution that it will take to fix. I hope I'm wrong. #DemocraticDebate",1,0,Joe Biden
13,"#BidenWon #Biden Please listen to the man you want to vote for, do we want more lies in the White House?",1,0,Joe Biden
14,"That would be a huge no. Just yesterday I read that Condi still supports 45. AFAIK, she hasn't spoken against anything 45 has done or said, and hasn't supported Biden. So why even go there? We'll have a very strong Dem ticket. #2020Election",1,0,Joe Biden
15,"The court, senate and house. We cant let this division happen again. You job Mr. Biden, is to build a team of crack specialists, scientists and great minds, remove the offending interloper and make change. This tweet will not self destruct in 3 seconds GOOD LUCK!",1,0,Joe Biden
16,Are they the ones #JoeBiden talked about putting back in chains or the Indians that own 7 elevens? Hes been yelling and doing nothing but playing politics for over 25 years.,1,0,Joe Biden
17,"The race for the presidency has started, The best one is to win! that is to say @JoeBiden!",1,0,Joe Biden
18,Love talking to Granite State voters with fall backdrops like this hit the doors with #JoeBiden during Knock-tober to remind your neighbors to vote for @JoeBiden on February 11! #nhpolitics,1,0,Joe Biden
19,"#NewBluehand #Bluehand The members of the NRA are not our opponents the vast majority of them support common-sense reforms, including universal background checks. The gun manufacturers who bankroll the NRA are our opponent. As president, Biden will defeat them. #DemDebat",1,0,Joe Biden
20,"In fact, @billmaher #STAFF #Booker get @ItsTraceyAshley on #RealTime, she'll light up the night! Also, get 3 Candidates at a time to come do a ""Special Panel Show"" with you. #Warren, #Biden, #Buttigieg would make a great show!",1,0,Joe Biden
21,OMG. I cant wait for this to be the case again. Im sick of the hate and disaster 45 had engulfed unpon us. #JoeBiden,1,0,Joe Biden
22,#JoeBiden Those of you who think his behaviour impairs his father ability to lead should google behavior of siblings &amp; children of former presidents &amp; noted leaders Heck look within your own family Lots of instances of extreme variance within a family,1,0,Joe Biden
23,How I feel everytime @ewarren comes up with a new SCAM PLAN: #WeDaBest #JoeBiden,1,0,Joe Biden
24,WARNING!!!!!! THE FIRST COMMENT ON THIS TWEET CONTAINS AN IMAGE THAT (WILL)MAY BE OFFENSIVE TO SOME VIEWERS-DEPENDS ON YOUR VIEWS ON WOMENS RIGHTS-JUST KEEPIN' IT REAL-THOUGHTS FROM THE COURTHOUSE BATHROOM- #ORANGEOUT #BIDEN #CHOICE #VOICE #VOTE #ROCK #ROLL #BALLSOUT #VOTEBIDEN,1,0,Joe Biden
25,"Every Dem that's getting shitty because people won't vote for @JoeBiden , y'all are the problem not us. #FuckTheDNC",1,0,Joe Biden
26,"I think everyone who voted for Pete or planned on voting for Pete (and now #Joe2020) also said it. We need to build bridges, not walls, &amp; welcome people to make this change in November.",1,0,Joe Biden
27,Yes. I believe it is through Joes campaign. And I would say that men of quality that support equality are welcome to join too!,1,0,Joe Biden
28,Tag every GOP member who is calling this a Hoax STILL and keeping their beaches open @RonDeSantisFL You need to GO and take that asshat @mattgaetz with you! #VoteBlueNoMatterWho #VoteBlueToEndThisNightmare #JoeBiden @JoeBiden,1,0,Joe Biden
29,A True Standard bearer in Dignity Common Decency and Humanity @JoeBiden,1,0,Joe Biden
30,I'm a Millenial and I will also be voting and campaigning for @JoeBiden!,1,0,Joe Biden
31,Powerful ticket. From electoral college perspective believe most pollsters understand a Biden or Buttigieg with @staceyabrams ticket could not be touched without #GOP expanding not extorting their base to get out and vote.,1,0,Joe Biden
32,CNN article. The meaning of the word is exactly what is happening. So once again #MyPresident is right. #CorruptNews is wrong again. 5 #Democrats (#Biden) talked about lynching or lynch mob pertaining to the impeachment of former Pres. #Clinton,1,0,Joe Biden
33,"Joe Biden says he will TRIPLE federal spending on low-income schools from $16 billion to $48 billion. He wants teachers to get a raise, thinks that AP classes should be available at all schools, and that 3-4 year-olds should get access to pre-K. What do you think? #JoeBiden",1,0,Joe Biden
34,"Biden might not be the perfect candidate, but hes miles better than the absolute disaster we have in the White House now. This is not the lesser or two evils. This is a dangerous, narcissistic evil vs a decent, selfless good. Dont confuse that choice.",1,0,Joe Biden
35,"If #Biden cant stand up to her, do you really think anyone on the ticket could? #ShesGodBalls @SenKamalaHarris and Vice President Joe Biden almost just got castrated. #democrats #republicans #manhood #StandUpForYourself",1,0,Joe Biden
36,@MSNBC @CNN @maddow @AC360 @donlemon @ChrisCuomo To the Dem 2020 candidates &amp; the Media. You may throw the Ageism card at Joe Biden but you can't take away his years of admin &amp; policy experience. #KeepFamiliesTogether #DemDebate2,1,0,Joe Biden
37,It's a #GoodFriday here in the Commonwealth of Virginia. Thank you @GovernorVA and our Democratic Legislature. #GunBillsPassed #BlueWave2020 #JoeBiden,1,0,Joe Biden
38,"'If I'm walking, I'm running': #JoeBiden tells top Democrats he's running for President one day after his brother said 'I think we're going to run'",1,0,Joe Biden
39,@JoeBiden Dear Mr. VP I am hoping/praying u r seriously considering running for the 2020 presidential race. America needs you but also we need a strong woman as your VP we need a woman in office to start to get away from the men only club Sen Harris is ur girl,1,0,Joe Biden
40,"As Joe Biden once said, ""This is not your father's Republican Party."" @JoeBiden",1,0,Joe Biden
41,Uncle @JoeBiden worked VERY well with President Obama @BarackObama . I now believe he will make a great President. Time to start pruning down this crowd of wannabe presidents @DNC @dccc @SenateDems @HouseDemocrats @NAACP,1,0,Joe Biden
42,Had a great time listening to and meeting @JoeBiden last night in support of Ohio Sen. @SherrodBrown. Also mentioned that we are both Pa. natives; he said he loves Erie!,1,0,Joe Biden
43,"Joe Biden has been a stalwart champion of LGBTQ rights. Votes he took earlier in his career can be pointed out, sure, but he evolved and became a champion of equality. That can't be denied. #DemocraticDebate",1,0,Joe Biden
44,@JoeBiden Thank you for your personal attention to the McCain children in your eulogy today.,1,0,Joe Biden
45,Im sure @DianneFeinstein is holding evidence until #Biden is confirmed as the Dem nominee. Then shell release the details in solidarity with her #MeToo sisters.,1,0,Joe Biden
46,@AP South aka KKK wing. Fact but real reason whites there started voting republican Lyndon Johnson was talked into passing the Civil Rights Act #RememberInNovember #NotMyPresident #WeThePeople #America #resist #VOTE #DAV #VFW #UnionStrong #Dems #JoeBiden #VoteBiden2020 @JoeBiden,1,0,Joe Biden
47,Hey @CoryBooker did you ask @aoc to apologize for her hateful misinformed rhetoric? Or just #JoeBiden bc he's a presidential opponent?,1,0,Joe Biden
48,#MSNBC supports @joebiden's ..he was tired...#Biden seems out of it to me. His heart isn't in it..why else would be wait so long to throw his hat in the race? Would we need to do this to the red button if he was ever God forbid elected @POTUS? #Iowa #pennsylvania,1,0,Joe Biden
49,"Joe Said, but did nothing and has no clue what to do.",-1,0,Joe Biden
50,You know what else people dont like? Systemic Pedophilia & Men who have inappropriate sexual boundaries with women & children like @JoeBiden.,-1,0,Joe Biden
51,"Poptart, you've never met me and I am NOT a leftist. Not even close, honeybun. You just showed your true colors and lost my vote with that nutty insulting remark. You're clearly too dim to do any good. You make #Biden seem competent.",-1,0,Joe Biden
52,Biden's Campaign Now So Weak Even His Wife Says Other Candidates 'Might Be Better' via @gatewaypundit OOPS! #JoeBiden,-1,0,Joe Biden
53,"We support NEITHER candidates policies. And in case you havent noticed, the #NotMeUs movement is 100% policy driven. ##NeverBiden #MedicareForAll #RankedChoiceVoting",-1,0,Joe Biden
54,Six Reasons #JoeBiden is Not Fit to be President All excellent...Creepy Joe is a liar and a sleaze.,-1,0,Joe Biden
55,"Created by Ukraine? Lolz. Sure #JoeBiden threatening to withhold 1Bn of THEIR AID if the prosecutor investigating the corrupt company paying off his son $83,000 checks for NO ENERGY EXPERIENCE had nothing to do with it.",-1,0,Joe Biden
56,Its humorous how #Biden thinks women aren't smart enough to vote for the most qualified candidates. He believes we will vote for him just so a female might be Vice President. WRONG!!,-1,0,Joe Biden
57,"Its shameful what you people are doing, you all know that man is not up to the job but you parade him on TV in his condition. He has no more strength, and unfortunately no skill. Leave that poor man alone. #JoeBiden",-1,0,Joe Biden
58,"What do you think about them calling me handsy Joe Biden? You know, since Im so hands-on with the issues. #Biden #ThursdayThoughts @JoeBiden @MeghanMcCain",-1,0,Joe Biden
59,"#JoeBiden even gets shut down by his wife. ""Not in public, you asshole.""",-1,0,Joe Biden
60,i've said before @JoeBiden has too much baggage starting with Anita Hill and now... #Election2020,-1,0,Joe Biden
61,"I'll never get over the parents that smiled and giggled as creepy Joe was feeling up their kids, right in front of them.",-1,0,Joe Biden
62,"Actually you are doing he worst, read this but Im sure youll forget it by the end of the sentence #JoeBiden",-1,0,Joe Biden
63,"We know what YOU are #CrookedJoeBiden/ #QuidProJoe. What an embarrassment to my former (#democrat) party. YOU are just one of the reasons many of us decided to #WalkAway from so-called ""#liberals"" (who aren't ""#liberal"") at all, &amp; from ""#progressives"" who just AREN'T. -",-1,0,Joe Biden
64,Is Joe Biden still alive?.. serious question - dude is the ghost of candidates .. lol #blueWave @krystalball,-1,0,Joe Biden
65,"For Harris and the others, they need to be Brutus and his coconspirators to Biden's Caesar. Take. Him. Down. Many will not have a chance to do so after tonight so this strike is crucial. #DemocraticDebate #DemDebates #CNNDebate",-1,0,Joe Biden
66,"You're right Joe. Let's ALLOW teachers who want to apply to the school board, go through extensive clearances, active shooter training + to have access to a secured weapon onsite so they can respond ASAP if something like this happens! No? Then when will it be ""enough"" for you?",-1,0,Joe Biden
67,#VoteBlueNoMatterWho sorry. I just think Biden is not progressive enough to save this country/planet. Not hating.,-1,0,Joe Biden
68,Didnt someone leak last week that Joe Biden was considering batshitcrazy John Kasish for VP? #DemocraticDebate,-1,0,Joe Biden
69,"If you hate the way things are, don't vote for #JoeBiden. He's vowed not change #WallStreet or anything else.",-1,0,Joe Biden
70,Joe Biden has really low expectations for black Americans. How is this not racist?,-1,0,Joe Biden
71,"It is not our responsibility to fund abortions. It is not Joe Bidens redemption I will need. For that, I can not participate in Murder.",-1,0,Joe Biden
72,#Biden's ego is going to bring down the whole lot. He just couldn't go home like he was told to.,-1,0,Joe Biden
73,"#JoeBiden couldnt even bring himself to say Hunter struggles with alcohol &amp; drug addiction. He framed it as mental health issues in his interview with Chris Cuomo. In promoting the crime bill, he indicted Black families &amp; Black squalor in rearing predators and addicts. #karma",-1,0,Joe Biden
74,"Your time has passed Joe, youre basically a republican at this point. Also where are your tax returns?",-1,0,Joe Biden
75,If you are a female stay 6 ft from #SleepyJoe. Maybe the economy can be warmed up with shoulder rubs and hair sniffing before the big show. The economy wont consent but that wont stop #SleepyJoeBiden,-1,0,Joe Biden
76,Media finally fact check Joe Biden after he claims again that the Obama administration 'didn't lock people up in cages' #Democraticprimary #Democraticdebate via @theblaze,-1,0,Joe Biden
77,They are just trying to fool enough older folks into siding with Biden. They know they have little hope in tricking internet savvy under 40 year olds.,-1,0,Joe Biden
78,"Congratulations, brothers and sisters! We DID IT! @MikeGravel has enough individual contributions now to be in the debates! Creepy Joe is going to need a lube for his corrupt butt! #Gravel2020 #NoMiddleGround",-1,0,Joe Biden
79,When Biden hears We need JOBS! .......He tries to call Steve Jobs and add him to his campaign Wonders why he wont answer #JoeBidenHasDementia #JoeBiden,-1,0,Joe Biden
80,"@DHSgov, Did you know that @JoeBiden is a Traitor? Did you know Joe Biden molests Children? #Biden touches women and children inappropriately.. but law enforcement ignores the actions of ... Joe Biden is a pervert. America knows. Do something.",-1,0,Joe Biden
81,"@JoeBiden Campaign guys - hand a button out at where Joe goes that says ""I am uncomfortable with affection"". Women wear it and he sees it.",-1,0,Joe Biden
82,The only thing shrinking is the brain of @JoeNBC ... Stricken with SEVERE #TDS!,-1,0,Joe Biden
83,"That is what you call a hypocrite.Just bc u think u know somebody,he couldn't have done it?Let me tell u somethin,I know joe Biden too, and there's a whole website dedicated to showing just how sick he is.He's been fondling little girls for decades.Joebiden info",-1,0,Joe Biden
84,No questions on immigration at tonight's #DemocraticDebate. That's why today members of @UWDAction rallied to demand commitment from Biden to protect our community. The democratic establishment doesn't care about us. We need to raise these issues!,-1,0,Joe Biden
85,Sometimes I wish America actually cared about the people living here and not some popularity contest. I wish people would see how Corrupt someone attacking a person in their own party is instead of informing voters. #LoseWithBiden #DNC #2020election #JoeBiden,-1,0,Joe Biden
86,Joe Biden has no fucking clue what is going on in the world right now #DemocraticDebate #DemDebate,-1,0,Joe Biden
87,Joe Biden has brought no positive change in America for 40 years!!,-1,0,Joe Biden
88,And @JoeBiden KNOWS every single one of them!! Its called the #DemocraticParty @DNC are the absolute WORST!! They LIE for a living and rob EVERYONE BLIND while they stuff their wallets with our money!! Theyre 90 yr old MILLIONAIRES who WONT RETIRE bc theyre SELFISH!!,-1,0,Joe Biden
89,Joe Biden brings fire to no one. Hes a corporate sellout. Wtf is wrong with you?,-1,0,Joe Biden
90,You should exercise your 5th amendment right and stay silent anything you say or tweet from now on may be damaging to your case and Obama #DrainTheDeepStateSwamp #BidenMafiaBoss #JoeBiden,-1,0,Joe Biden
91,Its glorious watching them attempt to spin screw up after screw up as if theres nothing to see here folks Being on #JoeBiden is going to get more &amp; more difficult because Joe is exactly who he is &amp; the more he gets exposed the more illogical the spin gets,-1,0,Joe Biden
92,"@JoeBiden just said oil industry is dead, he will end it. Tires, Plastics, med equipment, food containers, carparts, home materials, computers, cell phones etc,is made of petroleum #Deplorables, we'll be going back to living in caves, mud huts #WakeUpAmerica #DemocraticDebate",-1,0,Joe Biden
93,That's why you have no rights. We the American people do not want Creepy joe,-1,0,Joe Biden
94,"#Biden wins Ohio! Democracy 2020 Digest: Ohio to order polls closed over coronavirus 'emergency,' governor says",-1,0,Joe Biden
95,Dear Uncle @JoeBiden. That's a bunch of malarkey. And it sounds like something the #Dotard would say besides... I would've voted for you decades ago but not now. Not now. Don't do it Joe. Just. Don't. Instead just enjoy your retirement and call it good. #TimesUp #Election2020,-1,0,Joe Biden
96,"Yeah #fallofthecabal #ObamaGate Where are you involved in this? There's still room on #sleepyjoe's lap. I don't think @ladygaga is hogging the whole spotlight yet. Keep going, you might get there.",-1,0,Joe Biden
97,I really hate that cnn just cut Joe off right before he embarrassed himself by talking about making the military green. #DemocraticDebate #DemDebate #DemDebate2020,-1,0,Joe Biden
98,"What a true scumbag. If its true, which it isn't, then make him sell all his business interests to pay the child support. Or just ask Daddy @JoeBiden to pay it. Joe will probably pay her a million dollars for her to sign a child support/non disclosure agreement to make it go away",-1,0,Joe Biden
99,"Millions believed in Obama's promise of hope, then watched the Dems bail out Wall Street, placate the GOP, rather than fighting. Don't push #Biden without acknowledging failures that brought us here,, laying out what will be different.",-1,0,Joe Biden
100,The truth is that Joe Biden doesn't have dementia. He just decided to plagiarize a man who has it.,-1,0,Joe Biden
101,"@foxnewsalert @JoeBiden Fox misses the point. After a President Biden destroys the world through senile nuclear error, he wont be able to say oops or explain.",-1,0,Joe Biden
102,"Access to affordable health care is middle class? Jesus, Joe, the rest of the world is middle class then. None of them have to pay out extra after taxes for healthcare.",-1,0,Joe Biden
103,Are you going to holler at citizens in all these states or just Michigan? #DementiaJoe #Joementia #2AShallNotBeInfringed #JoeBiden,-1,0,Joe Biden
104,"Hey @DavidAsmanfox, the only folks who will buy the BS from @JoeBiden on the @POTUS tax cuts are those too dumb to realize the reason they didnt get $$back is because they paid less in taxes. They are beyond help!",-1,0,Joe Biden
105,Does @joebiden still support the border wall and compromise on climate change legislation? Sounds like a loser to me,-1,0,Joe Biden
106,America does not have a free and fair #Election2020 #CorruptDNC is stealing another election. #AmericaIsaJoke if y'all let them get away with this. #Biden will be the most pathetic ticket ever. Harris has zero self respect pimping herself out like that,-1,0,Joe Biden
107,It'll be hilarious if Joe Biden doesn't even get the Democratic nomination after all this! #2020Elections #ImpeachmentReport,-1,0,Joe Biden
108,State identification cards are free at the BMV; is Biden suggesting their too lazy to go to the BMV or too stupid to find it?,-1,0,Joe Biden
109,"If Biden becomes nominee, I WILL NOT vote for him unless he commits to passing #MedicareForAll and #GreenNewDeal",-1,0,Joe Biden
110,@JoeBiden despite media faux reportage now The country has already spoken 3X after millions and millions of wasted money...could have done some good for people in need but your big ego thinks 4 is the magic#.No thx and nope wont hold my nose to vote this time #NoJoeBiden2020,-1,0,Joe Biden
111,It's @JoeBiden's bedtime so he won't be making it to the spin room #DemDebate2 #DemocraticDebate #DemDebate2020,-1,0,Joe Biden
112,.@Education4Libs I agree. Nothing ambiguous about stupid. Stupid is just plain stupid. Thanks for your #Tweet. All need to remember #Biden became #Obama's Vice President. Birds of a feather learn what they live. Biden was once a better man before he let himself be under #Obama!,-1,0,Joe Biden
113,"@JoeBiden They quit specific,articulate on their argument..who said Chuck,Joe Don't forget the Supreme Court nomination within a year of Presidential election rule I don't like it,but that's the unofficial Biden Rule",-1,0,Joe Biden
114,Yep! All #China has 2 say 2 influence peddling #JoeBiden is Rosemont Seneca Bohai &amp; the $1.5B Bank of China gave Hunter S. Biden 2 invest. Hell fold like a mylar balloon in the cold!,-1,0,Joe Biden
115,"Biden should not be allowed to lie throughout the whole debate but unfortunately, the CNN is bias so they don't fact check anything. #DemocraticDebate #DemDebate2020",-1,0,Joe Biden
116,"Aww stop it dude, I know it seems that way, but God loves Joe too. Joe is a very bad man. Joe will pay. Vengeance and Karma both go to #JoeBiden #GodNeverChanges",-1,0,Joe Biden
117,"#DemTakeover is the way my dudes. #DemExit is electoral suicide. Sure, be Never Biden and anti-establishment like I am, but we have to work to takeover the Democratic Party. You can Green-enter too. But we cant fully divorce the Dems. @NomikiKonst!",-1,0,Joe Biden
118,I want a woman president so bad but Joe Biden ass in the way #DemocraticDebate,-1,0,Joe Biden
119,I hate #dems. I hate whom ever is now controlling @JoeBiden who is on puppet strings. I hate @JoeBiden,-1,0,Joe Biden
120,"Yes, we need an O'BidenBama Dem who's fighting #LuhanVirus and #MedicareForAll, who's been credibly accused of rape and sexual harassment, a liar who tries to lie his way out of lies, but do go on @cmclymer",-1,0,Joe Biden
121,MORE CREEPER STORIES ABOUT SERIAL PERVERT JOE BIDEN Biden Accidentally Attempted His Moves On A Female Above Age 12 & She Was Freaked Out - Smelled Her Hair - Kissed Back Of Her Head As She Stood Frozen Knowing Exactly What He Was Doing #MeToo #JoeBiden,-1,0,Joe Biden
122,"Ive never met such blind cultist like group of supporters, free market/WallSt. believers who hate the idea of #MedicareForAll and #GreenNewDeal so much that they are willing to continue selling #Joe to American People. Adielle MD - please what was Joes townhall about:",-1,0,Joe Biden
123,Nebraska Democratic Party calls on Senate nominee to drop out over lewd text | Fox News. Too funny. Our Democratic Party has no tolerance for sexual harassment. Unless your #joebiden..,-1,0,Joe Biden
124,#JoeBiden google their #ChineseConnection and see who they really are and operate!!! So what are you hiding???,-1,0,Joe Biden
125,"Hey Joe, You're RICH. How about you and Hunter donate all that Ill-gotten BILLIONS from #Ukraine and #China, and HELP those made-up 400,000 additional children. What's wrong, don't you like SPENDING YOUR OWN MONEY?",-1,0,Joe Biden
126,#JoeBiden Savaged By Democrats After Wife Claims Only Electable Candidate A candidate who cant keep up with the pace of a presidential campaign is not electable,-1,0,Joe Biden
127,"If #Biden is the last great white ""moderate"" Democrat hope, the DNC is clawing at the bottom of the barrel. #SomeoneGiveHimSoGinkoBiloba I bet #ElizabethWarren is the nominee unless Cankles hops in, or the real Democrat party dream, thrill-up-the-leg candidate, Michelle O #OhNo",-1,0,Joe Biden
128,I don't think people would have a problem with Joe Biden writing a tough crime bill for our white supremacists epidemic... #JoeBiden,-1,0,Joe Biden
129,"If this isnt a deep fake, the #DemocraticParty would be seriously mistaken to nominate #Biden Even if I agreed with his policy positions, I couldnt vote for someone who is obviously having cognitive difficulties",-1,0,Joe Biden
130,Nope that's NOT true we would be respected around the world with @JoeBiden we suffered a recession under @BarackObama guess wat he got us out of that with u only DOWN,1,1,Joe Biden
131,"Still pushing the scandal that Obama was born in Kenya? Muslim? Gay? Michelle is a man? You need help, serious help. #VoteBlue2020 #VoteJoeBiden2020 #Biden",1,1,Joe Biden
132,Gad damn clip bag ban bum stop magazine ghoster gun #Biden these primaries are good entertainment #ar15safespace #ar15 #ar15porn #gunsofinstagram #pewpew #4thofjuly #4thofjulysale,1,1,Joe Biden
133,#DemocraticDebate Wow!!! Uncle Joe just whacked Gillibrand : Whats changed ? You running for President ...,1,1,Joe Biden
134,This is why we still need Elizabeth Warren! We need her integrity & her ability to get shit done #ElizabethWarren #WarrenCoronavirusPlan #ShesGotAPlanForThat #ElizabethWarren #WeNeedWarren #NeverthelessShePersisted #ItsTimeForWomenToLead #WarrenBiden,1,1,Joe Biden
135,Don't go too far left #cornPop @JoeBiden or we will start asking questions thank 4 the heads up @JoeB good moring mike,1,1,Joe Biden
136,"Yo @JoeBiden hook up my girl, she is the best of us",1,1,Joe Biden
137,"I dont know who she is, but I'm with Joe!",1,1,Joe Biden
138,TrXmp needs a Muzzle on his mouth.. Release your taxes or Shut up! #JoeBiden,1,1,Joe Biden
139,"Ha right! And if you watch what Joe said he wasnt even threatening, he was speaking hypothetically. Im #JoeBiden regardless",1,1,Joe Biden
140,"Make sure you're all signed up to join us on Friday at 5 PM (EDT) with Former First Lady of Virginia, @DSMcAuliffe! #Biden #StudentsforBiden SIGN UP HERE &gt;&gt;&gt;",1,1,Joe Biden
141,Fired up? Fired Up. Ready to go? Ready to go. #JoeBiden,1,1,Joe Biden
142,"well, #Biden is olny dealing w/ what is remaining of what god gave him......._",1,1,Joe Biden
143,You know how bad she would lose if she was the nominee? #JoeBiden,1,1,Joe Biden
144,Yo @RudyGiuliani I swear I have nothing to hide re: #JoeBiden on my @instagram. You can call off your goons.,1,1,Joe Biden
145,This! @JoeBiden I cant believe its has to be said either Mr. Vice President #ForThePeople,1,1,Joe Biden
146,"Look, folks look, we need to look at America folks. Look, folks need to look at the big picture folks and we all need to look, folks, look, look, folks look we need, look, folks look we will, look, folks, look. We need to retake the soul of the nation folks, look. #Biden",1,1,Joe Biden
147,But I was taught good boys never swallow @DrBiden ... #JillBiden #JoeBiden #Election2020,1,1,Joe Biden
148,#TheView that's what they're doing w/ #JoeBiden &amp; #MayorPete. They say blacks support because of #Obama &amp; we dislike PB cause he's gay. Nope. We did our homework &amp; don't like PBs record &amp; we know #Biden is the best we have to beat #Individual1 &amp; restore civility.,1,1,Joe Biden
