,Text,Stance,Class,Target
196,"The progenitors give up their authority to the child the second they give it up for adoption. I'm sorry to say that your conclusion is flawed in that regard.  If you are not willing to or cannot take responsibility for maintaining a child and ""give"" it up for adoption, you lose all rights to that child.   Hence the term ""give him/her up for adoption"".   You must also note that the acceptance by society makes it an institution.  I must lastly note that most of your first paragraph has no psychological validity in the nature of homosexuality.
",1,2,Gay rights
197,"First, you are making a hasty generalization.   second, your making an anecdotal argument.   3rd; If gays could marry and were accepted, your father wouldn't of used your mother to hide and try to deny who he was, further more there may of been less social stigma and he might of stuck around.   4th. Marriage, in this sense, is strictly a governmental institution; NO one, or at least very few, is even hinted that churches should be forced to marry anyone. There are legitimate legal rights and privileges granted to married couples by government, and there is no secular reason to deny them these rights based on their sexuality. Marriage is not only a religious or cultural thing, but a governmental one.
",1,2,Gay rights
198,"Gay marriage and homosexuality aren't quite the same thing, just as how straight marriage and heterosexuality aren't quite the same thing (e.g. a gay man can get married to a woman, but that wouldn't magically turn him into a straight man), but that's not the point I was trying to make. What I'm saying is that providing Biblical evidence will only help you to convince Christians. Non-Christians won't see any reason to ban gay marriage just because the Bible says it's wrong.
",1,2,Gay rights
199,"Yeah and they can't conceive children, but they can care for the unwanted children of heterosexuals and in some cases(lesbians) use artificial impregnation techniques just like heterosexuals to conceive a baby. The nature argument is very weak. We as humans bend nature to our will on a daily basis.
",1,2,Gay rights
200,"Prove that homosexuality is natural.   Scientific observation. Watch the video.   There is no logical reason to pain pictures - in a way, there is. It shows future generations what the world looks (or rather, looked) like, primarily before the advent of the camera.   Yet you dodge ""dancing.""   Pleasure is illogical. Enjoyment is illogical.   Then happiness, anger, sadness, etc... are all illogical as well. It would be logical for someone to do something that is pleasurable become it makes them happy. If you think happniess is ""illogical,"" then I would have to question your sanity. The only people I'm aware of that find emotions ""illogical"" are psychopaths.   How are human rights pleasurable?   Hmmm...talk to a Holocaust survivor or a minority during the 1960s. They might be able to give you a reason why having human rights is pleasurable.
",1,2,Gay rights
201,"Says who? Why?  Your statement can't even be considered an argument because you just say something without backing it up. Marriage is about so much more then having kids. It's about two people who are in love making a lifelong commitment to each other.  How about this...go to a wedding. See how many times children are mentioned in the ceremony. Assuming it's a typical wedding, the answer would be none.  How about people who are infertile...should they not get married either?  Your arguments make no sense, and lead me to believe you haven't really thought critically about these issues at all.
",1,2,Gay rights
202,"I wrote a paper a few years back on this topic and I can tell you that everything you state here has no validity. Don't get me wrong, it has points that many make but there are plenty of studies out there that will put you at ease.  First, I would recommend you do a little research on childhood psychology.   Second, adolescent children will at some point become curious in sexual activity and it is the parent's responsibility to inform them appropriately. This comes from a parental unit, regardless of sexual orientation. There are good and bad parents out there and not all will inform their children. My point it that parents are parents and some are good at it; others are bad.   Finally, if you are trying to insinuate that because someones parents are gay they will become gay themselves is ludicrous. I'm sure you're using the ""monkey see, monkey do"" ideology. Let me ask you this, Heterosexual parents have children that are gay so your ideology is flawed.   One last note, on a personal level: What makes you think children will perceive their family as abnormal just on the premise if they're gay? I was proud of my family, my father was overweight and my mother was from Spain (i was made fun of for years on top of having horrible acne in High School). Growing up in a small town almost entirely made up of white republican Catholics, I was abnormal; I knew I was different. Guess what, I'm doing just fine. And I'm not overweight and proud of my dual nationality. If anything it brought about a better sense of self.
",1,2,Gay rights
203,"ah, but still no evidence of your own,   ""Gays are basically women with cocks""  ever heard of the sacred band of Thebes?
",1,2,Gay rights
204,"That you operate outside social norms you are classified as a Deviant. Your anus or a plastic/steel/wooden rod is not a sexual organ; therefore using them in a sexual act should be considered abnormal, shouldn't it? Having anal sex is like trying to eat food with your eyes (it just was not design for that). The normal curve is used in all fields of studies to classify what is acceptable and what's not. It also determines when mechanical plants are to be changed, unearths systematic errors and blunders. Of special concern are systematic errors, which are frequently caused by miscalibration. This error in a system also produces normal curve, but skewed. Thus, shifting the goal post thereby making previously deviance behaviour acceptable. That’s why you (ChadOnSunday221) can no longer see that gay marriages are immoral and unethical; it was a slide of hands. Attempting to make us believe that homosexuality is an identity and not a choice was the tactical manoeuvre. Where will this post be in the future, who knows? Chad we may wake up one morning a discover that rape, child porn, sex with animals, lowered age of consent, etc. are now social norms.
",-1,2,Gay rights
205,"If children should be amongst children that has a father(male) and mother(Female) the children is going to mock at them.They wont know how to act amongst children with normal parents.
",-1,2,Gay rights
206,"I don't know anyone who decided to be gay? How do you know. I in point of fact know a very nice and happy gay man, who was once engaged and has told me to my face that he was a happy straight man, did some experimentation, found someone he really liked who was a man and made a choice to live a gay lifestyle. He said he was happy either way, but thinks this is what makes him happiest.  I think society tells way more people that they are gay than that they aren't. And after reading more of the responses on here it just gets back to this absurd point that those of us who are ""opposed"", and I use this term loosely because to tell you the truth, until the prop 8 fiasco in which the gay movement has begun trying to steal the right to vote from me I honestly didn't give a damn, to gay marriage are hated, disposed, called names, attacked, been told ""no intelligent straight man would oppose gay marriage"" as is said on this board, while we on the other side are about as polite as can be.  The only hatred I've seen has been coming from the homosexual community. If you don't believe me, take a look at what they've been doing to the Mormons. I honor democracy and I despise hatred and bigotry, and it saddens me that this seems to make me the enemy of the homosexual community, which wants tolerance only for their way of thinking.
",-1,2,Gay rights
207,"In my own personal opinion being homosexual isn't right and thats it.  And the communites around me doesn't get too involved in homosexual activicties even the government.  It's common to see girls and boys hanging out together but not boys and boys hugging each other touching here an there.  Kids learn from their parents and it's monkey see monkey do. When babies were born, they are weak and they are dependant on their mothers or those whom they think is his/her parents that he/she could relate to. Kids learn from their parents because it's the parents responsiblity to teach their children what is right and what is wrong and not someone elses.  Unless you're trying to prove to me that the parent's role isn't to teach the children what is nature and what is not according to nature etc. you cannot have sex with a man like you did with a woman.  It's impossible unless that man was a woman before a sex change operation and was reluctant to change her organs.  What 'most' debate i saw about how homosexuality is morally accepted by people utterly shocked me to the core. I'm not sure what kind of world are you in but i certainly do not accept it as 'normal'because it is abnormal and going against nature.  Firstly, the environment i grew up in doesn't have too much catholics and christians but mostly made up of other religions. I personally abhor christianity because of its contradictions and it's violation of karma.  One quote i recieved from my friend who is a christian. He was determined to convert me from a buddhist to a christian but once i heard it i brushed him aside.  'If you don't believe in Jesus christ, you shall go to hell'.  This is a total piece of bullshit, who in the world needs to go to hell when he is accumulating merits here and there is no such thing as absolute creator god who creates the whole universe in seven days.  And god don't love us too.  If he has the powers of a clairvoyant and loves us, if he saw the future of man he would'nt have created us in the first place. He would'nt have created Adam and Eve in the first place.  And if he truly is an absolute god he would'nt have creatd lucifer whom he knew that one day lucifier is going to turn bad and become satan.  Christianity is bulljunk and i totally hate it.  Although i hate christianity i don't really hate christians.  I only dislike those who is obessed with it.
",-1,2,Gay rights
208,"Here, check this out.   http://www.createdebate.com/debate/show/                                        Gays_are_trying_to_force_themselves_int o_a_club_where_they_are_clearly_not_ wanted    Here's may main point:  Don't let a person's ""no"" stand in your way. Don't recognize a person's right to tell you ""no."" If you stand there and argue with that person, then you have just recognized their right to tell you ""no"" and you are now trying to change their their mind to say ""yes"" so that they let you do whatever it is you want to do.   Basically what I'm saying is that the way gays have been going about fighting for their rights recognizes the opposition's right to say ""no.""  Now, I agree with and support this:  3. The term ""marriage"" could be removed from state and/or federal laws, turning all ""marriages"" into civil unions in the eyes of the government. PLUS, same-sex civil unions would need to be recognized in all 50 states or at the federal level.  I don't support number one because it means that the rights of the opponents of same sex marriages are being trampled on and they will therefore fight back. In other words, it legitimizes their right to oppose same sex marriage and gives them reason to fight back.  I would fight against number two because I'm for states rights. The federal government has way too much power.  Now, I did not say that gays are unreasonable for wanting same sex marriage. I am saying that if they are trying to follow scenarios one and two above, they are being unreasonable in the way they are pursuing it.   The argument that ""it doesn't affect any straight couple"" doesn't work because anyone could say, ""And? So what? Who cares? The majority has voted. They don't want it!""  The whole ""African-Americans and other minorities ""forced"" their way into predominately white institutions, and clearly weren't wanted"" doesn't work because the word marriage has a religious aspect to it that needs to be separated from the legal aspect. If it can't be removed, then another word needs to take its place.  You ask, ""What gives them the right to deny those who want to pursue happiness with the one they love, legal sanction to do so?"" The answer is: Anyone who bothers to argue with someone who denies them the pursuit of happiness gives that person the right to do so. By arguing the point you are admitting/recognizing their right to oppose you. If your stance is that they have no right to oppose you, then you need not argue the point; you just figure a way to navigate the system or go around the system.  Now, lets see how ridiculous you sound when you say that gays have never been able to find an ounce of happiness because they don't have a piece of paper that says that they are legally married. What a bunch of crap. Do you actually expect me to believe that a piece of paper is going to magically make them find happiness? Come on.  Gays have been living together, spending the rest of their lives together, loving each other, expressing their love for each other in front of friends and family for ages. If you think that a piece of paper is going to somehow make things any different, think again. Those people who hate gays will always hate gays regardless of this piece of paper you so desperately want.
",-1,2,Gay rights
209,"Gays are not born.  Any evidence pointing to that direction tends to be correlative and only applies to homosexuality in males...
",-1,2,Gay rights
210,"A world without morals? Is this your great idea? Sexual deviants would thrive in this environment. Morality is a dimension of a human being which you must not ignore. Or is this your agenda? Neither the church nor America has the franchise on morality. Freedoms are always within boundaries.
",-1,2,Gay rights
211,"Homosexuality or, gender disorientation is a mental condition. Weather it be environmental, or genetic, because someone feels as if a specific kind of behavior is ""natural"" does not make it so. I know I am going to get some blowback from people saying it was removed from the DSM and you are right, however the facts show that this was done under extreme political pressure and not because doctors dont believe that it is in fact a condition.   You would not help a schizophrenic individual by giving them two cups of tea, one for them and one for their imaginary friend, so why then would you support two men or women getting married? This is what I dont understand. Can homosexuality be treated, maybe. Can it be studied, not objectively as Homosexuals dont want to be fixed they want to be accepted which I completely understand. However, you can accept the behavior without condoning it and this is what America is saying. Yes, you are free to do what you want, but we do not recognize it as being healthy and no, we will not legitimize it by recognizing it through one of our most wildly held social traditions. I believe society as a whole has this right and its important that we do.   On a separate note, I dont think the state should have anything to do with making laws with regards to marriage or recognizing them, however I stand by my original premise that at least attempting to correct the behavior is better than condoning it.
",-1,2,Gay rights
212,"In the beginning of my argument I explained why I would not choose to allow a homosexual to adopt. Primarily, the homosexual is inescapably self-centered. The conclusion is to be understood as a universal statement of all homosexuals, not particular. And hence, no explanation is required when it’s two homosexuals seeking to adopt. However, I will now take the time to compound my argument with additional facts after already having logically established my position.    You claim that my argument, ‘fail(s) to address (is) how a Gay couple would not make a suitable parental unit.   My reply is yes, I did not address that question, now consider my explanation.   You are requesting that I prove a negative conclusion, i.e. how a gay couple would NOT make a suitable parental unit. It is logically impossible to prove a negative conclusion. I cannot syllogistically arrive at a negative conclusion from negative propositions. The burden of proof belongs to those who claim that homosexuals are suitable parents. Consider the example of what you have accused my argument of lacking.  Gays are bad, the bad should not adopt; therefore, gays should not adopt. The argument is valid, but it is petition principii, begging the question.   Gays are not good, only the good should adopt; therefore, gays should not adopt. The argument is invalid and fallacious.  Gays are perverts, perverts are evil; therefore, gays should not adopt.   Argument is both invalid and fallacious.  Gays are not evil, evil is not good; therefore, gays are not good. (Again invalid and fallacious)   Or you could say: 1 is not 2, 2 is not 3; therefore 1 is not 3. . (Again invalid and fallacious)  There are an unlimited number of examples that I could use to demonstrate the impossibility of syllogistically proving a negative conclusion. I suppose the examples I’ve provided shall suffice for the subject at hand.  They who would argue that homosexuals are suitable parents must be burdened by the burden of proof to logically prove their point.    I truly did go to an extreme conclusion in my last argument, as you have stated. Yet, only for the purpose of reductio ad absurdum, reducing the proposition until it is obviously false. And lastly, your reference to the legal system is an appeal to authority, Argumentum Ad Verecundium. (the truth, falsity, or validity of an argument is not subject to a legal system)  Bare in mind that my arguments are for the sake of knowledge and not the sake of attacking or debating; so take no offence for none is intended.
",-1,2,Gay rights
213,"If we take away the lovely embellishments of language and your insults against me, you haven't really answered my argument at all, aside from your statement that homosexuality and pedophilia aren't on the same level.   Tell me, where in the Universal Declaration of Human Rights does it gives homosexuals the right to marry? And if we allow homosexuals to marry because ""love is love"" what is to stop a pedophile claiming the same right?
",-1,2,Gay rights
214,"gay marriage is not the right option becuase it affects the future generation.
",-1,2,Gay rights
215,"OK, I am in perfect agreement with you that this conversation should probably be over. I'll respond to both posts. First, I don't apologize for my opinions. I have, however, clarified to my earlier post, that when I forgot to specifically mention pedophilia as being unrelated to homosexuality, I assumed the reader would group pedophilia and serial murder. I have clarified this point, and I'll say again, pedophilia and serial killing are in no way similar to homosexuality. I was merely using hyperbole to show that people do not have a right to do everything they are born desiring.  ""whether people ""turn gay"" or are born gay, is not a matter of opinion. 1+1=2 is not a matter of opinion. It's a fact.""   http://www.cwfa.org/images/content/ bornorbred.pdf   a scholarly response to the idea that this has been pr oven. I'm sure we can both go on all day posting on this idea, the reality is we just don't know. I personally believe people are born with a predisposition toward homosexuality which can either be cultivated or repressed, but everyone has the ability to make decisions in their life. Besides, no one is arguing gays should stop what they're doing (well, some people probably are).  Again, ad homonyms all over. It seems If anyone says something you disagree with the best thing to do is call them hateful and stupid. Oh and gay, but I guess I'm too dumb to get that.  If 51% of people voted for slavery it wouldn't matter because slavery is made illegal by the constitution and the courts would then have an obligation to point that out. That's what it's for. If anyone can show me where it says you have a right to marry whomever you want in the constitution I will go picket in CA right now.  I guess I should be more clear. Gay people have been persecuted for a long time. It's a shame they feel the need to persecute others now that they are gaining popularity. And you can call me a liar whenever you disagree with me if you like (it's very effective I'm sure), but my sister cried every day during the prop 8 thing because she supported it and she was constantly harassed. I never said she was afraid for her life, but that does make the story more interesting, doesn't it :)  ""You seem to think I live in some state of fear?""  This was also irony. I was suggesting that discrimination against gays has largely disappeared (that doesn't mean everyone agrees with you, it just means their rights are no longer being violated, i.e. they can get work, they don't get killed (hopefully!), etc). I apologize about thinking you were gay (not that its bad), you made a comment on an earlier post that I must have misunderstood.  ""As for Mormons and Catholics not giving money to the cause of denying a group of people their rights...""  I hate to play the ""I'm right"" game, but I am here. Do more research, my father is a leader in the Mormon church. While church members donated and were asked to support the legislature, the church itself did not make any political donations. I'm not as sure about the Catholics, but if they're smart they played it the same way. I agree that some of the churches which are heavily political (i.e. Jeremiah Wright?) should get out of politics or be taxed as political entities. Churches do, however, have a right to encourage voting on moral issues (it's actually in the law, believe it or not), and both of these churches are silent on political issues outside of this.  I won't apologize for my opinion. The real irony is that I'm not even opposed to gay marriage. I'm opposed to people who will do anything to get their way, no matter who it hurts. Anyway, you've heard my point of view. I will change it the minute anyone can shows me that gay marriage is a protected constitutional right, or when a vote is passed. Until then, I respect your right to believe in whatever you want, and I even respect your right to hate and mock everyone who disagrees with you (thought I will then ask you to respect my right to call you a hateful shallow bigot. yay free speech). I would honestly be happy for everyone to just say, look, you and I disagree, but we have that right and we can still be friends, because right now that's not happening... Oh, and I still don't like the courts usurping authority not given to then by the constitution :)
",-1,2,Gay rights
216,"Prove that homosexuality is natural.  There is no logical reason to pain pictures - in a way, there is. It shows future generations what the world looks (or rather, looked) like, primarily before the advent of the camera.  Hedonism is not logical. Pleasure is illogical. Enjoyment is illogical.  How are 'human rights' pleasurable?
",-1,2,Gay rights
217,"If love is the criteria for marriage what do you do with all the arranged marriages that occurred throughout history, are they not marriages by your definition.   This notion of romantic love proceeding marriage is a fairly recent development. It used to be that love developed and grew within the context of a lifelong commitment. We have just reversed the order. And we wonder why over 50% of marriages end in divorce. Before we remove a fence we ought to ask why it was there in the first place.  About equality; it depends on what you mean by equality.  About differences: it ought to persuade you if you recognize a difference. Because that's the whole point of the debate. Some people want to say there is no difference when there clearly is one.
",-1,2,Gay rights
218,"Actually, there are a number of cases cited in which homosexual behavior is a byproduct of childhood sexual abuse.
",-1,2,Gay rights
219,"What a load of pseudo-intellectual crapola. Changing the meaning of the word is NOT going to fix the problem.  Marriage is just a word. It means whatever society decides it means. Expanding it so that the definition shows acceptance of homosexual love will NOT magically make them be accepted by society as a whole. By failing to expand the definition, we are NOT collectively deriding gay love as unworthy. What a load of pseudo-intellectual crapola.
",-1,2,Gay rights
220,"My concern of what is next is a plausible question. This is obviously an emotive topic for you, but you need to do your research, especially on the age of consent. Yes, the number of species observed with homosexual tendencies is vast, but does this makes it moral, ethical or ""completely harmless""? Who draws the line when it comes to patterning animal behaviour? Moralism and morality are opposites and thus there should be no confusion with each other. I am not homophobic but do have a phobia for lies being portrayed as truth, and I also have a plausible fear of the impact of these positions would have on your society. Heuristics as scepticism should not be a resting place for critical thinkers, hence considering the outcome (“what comes next”) of this revised moral position on your society should not be so offensive to you.
",-1,2,Gay rights
221,"Good one but remember there are sometimes a two-side of views in matters regarding these.  That adopted child will be affected by his parents and his peers no matter how you look at you.  It's not too good to have too much fatherly love or too much motherly love.  It has been scientifically proven by researchers somewhere =,=.  One up-vote for you :D
",-1,2,Gay rights
222,"I am sorry, I did mean disestablishmenatarianism.   The minimum length for an argument is 50 characters. The purpose of this restriction is to cut down on the amount of dumb jokes, so we can keep the quality of debate and discourse as high as possible.
",-1,2,Gay rights
223,"I am very surprised that you would opt to oppose an argument of mine so soon after our last debate. Perhaps you enjoyed the debate? Let’s see where round number two shall lead the discourse.   You asserted: The problem with your argument is that you look at evolution from simplistic perspective.  You state that my argument has a problem; however, you then move onto affirming that my view of evolution is of a simplistic perspective. Your proposition is identical in principle to the following proposition:   The problem with your car is that you are looking at the gas cap from the wrong side.   Both propositions are simply irrational.  Moreover, instead of identifying the problem of my argument, your argument proceeds to make claims that have not been syllogistically demonstrated. The argument presumes that the audience grants the propositions without argument; unless of course your argument is purely hypothetical. And lastly, there is an abundance of uncertainty in your argument, which in turn calls into question the wherefore of asserting such things.  A. They may make  B. More likely  C. Fairly obvious  D. Must be  E. More likely  F. No definitive proof  G. The possibility is a strong one  Do you simply want to engage in a debate? If so, name the subject-matter.  But, only for the purpose of knowledge.
",-1,2,Gay rights
224,"Thus, society is emotional.   Perhaps it is the duty of the lawmakers to sift through all this emotionality and provide some logic?
",-1,2,Gay rights
225,"There are people in this general debate who  kinda  believe that if we allow same-sex marital coupling, then:   Paedagamy (Paedophilic marriage)   Kids will be allowed to marry other kids.   Zoophyligamy (Zoophilic marriage)   Animals will also get to marry   Necragamy (Necrophilic marriage)   And somehow the dead will start demanding civil rights...
",1,3,Gay rights
226,"if you go deeper in psychology and genetics you will find that the causes of homosexuality are still unknown meaning that your argument is only a theory wish means its irrelevant and unproven.
",1,3,Gay rights
227,"me i have a gay aunt and it doesn't hurt me because its a lifestyle choices so who ever thinks that it hurts anyone then something is wrong with you because there's nothing wrong its that that ginger likes the same ginger son thats what i got to say and remember IT DO NOT HURT ANYONE SO GET OVER IT
",1,3,Gay rights
228,"In turn it helps the child become more aware of homosexuals and will (hopefully) lead to a new generation of acceptance of homosexuality which without would lead to another generation of prejudice which we don't need.
",1,3,Gay rights
229,"Considering the wealth of religious diversity, what does any one particular opinion of a set of them matter, especially when it comes to if the government will grant people the 1,138 benefits, rights, privileged which marriage brings in the usa:  http://en.wikipedia.org/wiki/ Rights_and_responsibilities_of_marriage s_in_the_United_States    Other countries probably have a comparable number of benefits which marriage brings.
",1,3,Gay rights
230,"You give the arbitrary definition of man + woman = marriage and say that this is the only possible definition. You could have been more specific and said specific man + specific woman + marriage, and then the argument would have been different specific man + different specific woman cannot equal marrige. Or you could have said same race man + same race woman = marriage and then the argument could have been made that different race man + different race woman cannot equal marrige.  The most logical definition however would be human + human = marriage, and then we don't have silly arguments where you try to use meaningless equations to make your argument seem more valid.
",1,3,Gay rights
231,"So you're the one who possesses all the understanding, you just can't articulate your thoughts... Riiiiiiight
",1,3,Gay rights
232,"I'd like to know what you define as a ""normal"" mindset. Here's a link to the Child Welfare Information Gateway:  http://www.childwelfare.gov/pubs/f_gay/ f_gayb.cfm    Children get teased for many reasons. ""Gay and lesbian parents are well aware of the difficulties that a child may face - many have dealt with prejudice all of their lives. Most see it as an opportunity for ongoing discussion that will help their children grow as people.""  According to studies, ""Wendell Ricketts and Roberta Achtenberg, in the article ""Adoption and Foster Parenting for Lesbians and Gay Men: Creating New Traditions in Family"" from Homosexuality and Family Relations, address social workers grappling with the issue by asking, ""...should children be sheltered from every experience in which their difference might challenge prejudice, ignorance, or the status quo (or in which they would be 'exposed' to the difference of others)? Agencies conforming to such a standard must ask themselves whether it is their function to honor the system that generates stigma by upholding its constraints."" They continue, ""Teasing is what children do. Does this mean that child welfare policy must be set at a level no higher than the social interactions of children?""  ""The bulk of evidence to date indicates that children raised by gay and lesbian parents are no more likely to become homosexual than children raised by heterosexuals. As one researcher put it, ""If heterosexual parenting is insufficient to ensure that children will also be heterosexual, then there is no reason to conclude that children of homosexuals also will be gay"". 11  ""Studies asking the children of gay fathers to express their sexual orientation showed the majority of children to be heterosexual, with the proportion of gay offspring similar to that of a random sample of the population. An assessment of more than 300 children born to gay or lesbian parents in 12 different samples shows no evidence of ""significant disturbances of any kind in the development of sexual identity among these individuals"". 12   ""Courts have expressed concern that children raised by gay and lesbian parents may have difficulties with their personal and psychological development, self-esteem, and social and peer relationships. Because of this concern, researchers have focused on children's development in gay and lesbian families.  The studies conclude that children of gay or lesbian parents are no different than their counterparts raised by heterosexual parents. In ""Children of Lesbian and Gay Parents,"" a 1992 article in Child Development, Charlotte Patterson states, ""Despite dire predictions about children based on well-known theories of psychosocial development, and despite the accumulation of a substantial body of research investigating these issues, not a single study has found children of gay or lesbian parents to be disadvantaged in any significant respect relative to children of heterosexual parents.""  Psychiatrist Laurintine Fromm, of the Institute of Pennsylvania Hospital, agrees with that finding. ""[The] literature...does not indicate that these children fare any worse [than those of heterosexual parents] in any area of psychological development or sexual identity formation. A parent's capacity to be respectful and supportive of the child's autonomy and to maintain her own intimate attachments, far outweighs the influence of the parent's sexual orientation alone.""
",1,3,Gay rights
233,"Why is it such a big deal about gay marriage?It's not like it's going to hurt our planet!I mean,the law isn't always right!It's just wrong to keep people from marrying others who they love.That's why our society's messed up,because of people being judge mental (there are also other reasons why are society is messed up)!You don't like being kept from the person you love,so why should they be kept from theirs'?Just be happy for them!Respect them and their' love!
",1,3,Gay rights
234,"What constitutes a pathology? And how does a mental pathology differ from an organic pathology? The DSM in some ways is not only a diagnostic instrument; it is a research tool in which clinicians systematically identify areas of concern in patients lives related to mental functioning, and this is a relationship that cannot be easily detached in theory or reality. Some of these broad categories, then, are just that -- they are useful analytical tools, but they are not necessarily 1:1::theory:reality the same thing as a real disease. We may find one day (assuming this example for the argument) that Autism is not one disease but multiple, perhaps independent, ""pathogenic"" sources affecting a conglomeration of people who (1) meet the classification due to mostly environmental reasons such as metal poisoning, or (2) meet the classification generally due to a biological reason with both a genetic and environmental cofactor, and perhaps (3) some amount of people who simply represent the statistical extremes of normal human variation. The above example is dry, but the implications are important to what you are saying, because you take the DSM as a supreme way of describing expert opinion on what is pathological (except for when it is corrupted by politicians), when the DSM doubles both as a clinical tool and a research tool.  Also, if you don't trust the DSM IV-TR of current time (because of political powers interfering with the DSM revision process), and you also now believe that research material can be politically influenced (it's fair to say it can, though we must also be concerned with scope and magnitude), what research material are you going to have us trust that also coincidentally supports your argument about how homosexuality is pathological?  Do you anticipate a reversing trend in psychological and medical journals where authors are persuaded that homosexuality is a pathology?
",1,3,Gay rights
235,"To say that two men or two women necessarily can't raise a child as well as a one-man-one-woman couple is sexist and inaccurate. We all know there are some heterosexual couples who are clearly unqualified to raise children. Restrictions on adoption should depend on the individual circumstances of the adopting family, not on generalised statements about the differing parenting styles of men and women.
",1,3,Gay rights
236,"I think they should be able to adopt and/or have surrogates, homosexual people should not be denied the rights that the heterosexuals receive, and they should be allowed to experience a child loving them as a parent like the rest of us....I speak for both communities as I am Bisexual.. our hearts are created equal as well as god created us. We love with every fiber of our being and wish the rest of the world would open they're hearts, eyes and minds to the point we are just like you we just are attracted to the same sex!
",1,3,Gay rights
237,"Why would it hurt anyone?  No one should be denied the right to marry no matter who they love and recently in the UK Quaker and Jewish churches have said that if a same sex marriage law is passed they all perform the ceremonies :)  People need to wake up and smell the coffee, homosexuality is not bad, it doesn't cause anymore STI's than heterosexual sex, it is in no way connected to pedophilia and just cause religion says we should condemn them doesn't mean we should  That's gone rather off topic but oh well
",1,3,Gay rights
238,"Yes of course it should  No majority ever has the right to decide the life of a minority, which does no harm to anyone  It was that logic, which cause the slave trade and while you still decide how others should live then they are slaves  ""Why don't you try and use the art of persuasion to convince my that a lifestyle that causes early death (@45yrs of age) high rates of infectious diseases, depression and suicide is really a good thing. And that it is some how the more loving thing to do to let someone destroy their life.""  - Find one single gay person over 45 should be impossible then?  - straight people can catch those same diseases, they just have better access to healthcare without being discriminated against  - depression and suicide again cause by discrimination and the struggle to accept yourself as different in a world with so many biggots and small minded people  - The above quote was wrote by a clearly retarded person who would have owned a slave, voted against womens and black peoples rights and can't see that being gay is not a disease, it is natural and present in over 500 species  Gay marriage would not and cannot harm straight marriage  It is proven that gay marriages are more stable and that the most suitable family environment is actualy with two lesbian mothers  If anything harms marriage it is straight people like britney spears and people who pass their prejudice onto their kids
",1,3,Gay rights
239,"from what i understand what happens is during pregnancy a boy baby is considered an alien object and so the body fights it, making it more feminen (i dont remember the source but that was what they said) and that after more kids your body gets better at it and so younger siblings are more likely to be gay?
",1,3,Gay rights
240,"Maybe not, but there is an emotional reason to engage in homosexual behavior
",1,3,Gay rights
241,"Not in the US. Most states don't even allow civil unions.   http://en.wikipedia.org/wiki/ Domestic_partnership_in_the_United_ States
",1,3,Gay rights
242,"Yeah, there have actually been studies on this.  It shows that children raised in gay families are completely fine.    http://www.post-gazette.com/stories/ sectionfront/life/ what-happens-to-kids-raised-by-gay- parents-488758/
",1,3,Gay rights
243,"I think that gay marriage should be legal in america because one its not really hurting anybody, two its just two people that love each other, and three it doesnt need your opinion in anybodies love life.
",1,3,Gay rights
244,"The original definition of marriage does have something to do with race in US legal history, in Mexican history, and in European history. So? Given the long-standing history of race mattering, shouldn't it be in the definition of race? Many cultures understand marriage from a racial viewpoint and this can be anthropologically and historically demonstrated.
",1,3,Gay rights
245,"it is a natural cause that anyone can do if someone is in love that person may it be man or woman that person a person has a choice no matter what the case is if that person wants to be gay let that person be gay it don't matter any ways if it makes people happy than it makes people happy plus is that not the meaning of the word it self also its not like they are going to affect anybody or do anything.
",1,3,Gay rights
246,"If you believe in God and use him in your argument then you believe clearly that you are inbred - and that can only strengthen your biggoted argument  We will have gay marriage, with each new generation it gets closer as the old prejudices die off a little with the old biggots who pass them to their children  We will win, its just a matter of time until you die and your kids make us legally equal
",1,3,Gay rights
247,"Marriage is not a christian tradition. There was marriage long before christianity came into existence.
",1,3,Gay rights
248,"Not everything that the bible says is wrong should be illegal -   Cursing your parents - Exodus 21:17, performing magic - Exodus 22:18, working on Saturday - Exodus 31:14, eating shellfish - Deuteronomy 14:9-10
",1,3,Gay rights
249,"Stanford puts it better than I can:  The term “morality” can be used either   descriptively to refer to some codes of conduct put forward by a society or,   some other group, such as a religion, or   accepted by an individual for her own behavior or   normatively to refer to a code of conduct that, given specified conditions, would be put forward by all rational persons.
",1,3,Gay rights
250,"If you allow marriage between anyone other than one man and one woman....then you must allow marriage between anything, especially groups of people.   It is not true that it   must   follow. In fact, the list of countries that recognize same-sex marriages and civil unions is nearly 100% exclusionary with the list of countries that allow polygamy.  More than 30 countries allow same-sex marriage or civil unions, and only one of those (South Africa) also allows polygamy.   http://en.wikipedia.org/wiki/ Same-sex_marriage     http://en.wikipedia.org/wiki/ Legal_status_of_polygamy
",1,3,Gay rights
251,"Yes, absolutely. Just like incestuous marriage and polygamous marriage.
",1,3,Gay rights
252,"We can reproduce and we do  The fact of population is that there are currently too many people for the Earth's resources to handle  Gay people represent higher adoption rates to clean up the mess of straight people, to lower the population of people having children they cant care for  Gay people have been around since the times of the Romans and will continue to exist in the future  As it is now countries like the UK, Portugal, Spain and even Pakistan have or are overtaking America on Gay rights  The Americans didn't act on Womens rights until others challenged them to  They didn't act on slavery until challenged  And they won't act on Gay rights now even though there are many gay women and black people challenging them  Gay people pay taxes, they are entitled to the same rights
",1,3,Gay rights
